ndeg_de_notice,isbn,issn,ean,langue,titre,edition,editeur,date,format,collection,titre_de_serie,ndeg,auteur_nom,auteur_prenom,auteur_dates,libelle_v_smart_et_webopac,nombre_de_localisations,nombre_de_pret_total,nombre_de_prets_2017,nombre_d_exemplaires,categorie_statistique_1,categorie_statistique_2,aime_cesaire,amelie,andre_malraux,andree_chedid,arthur_rimbaud,assia_djebar,batignolles,benjamin_rabier,buffon,canopee_la_fontaine,chaptal,charlotte_delbo,claude_levi_strauss,colette_vivier,courcelles,couronnes_naguib_mahfouz,crimee,diderot,drouot,edmond_rostand,europe,faidherbe,fessart,francois_villon,francoise_sagan,georges_brassens,germaine_tillion,glaciere,goutte_d_or,gutenberg,helene_berr,herge,heure_joyeuse,italie,jacqueline_de_romilly,jean_pierre_melville,lancry,louise_michel,marguerite_audoux,marguerite_duras,marguerite_yourcenar,maurice_genevoix,mmp,mohammed_arkoun,mortier,musset,oscar_wilde,parmentier,place_des_fetes,rainer_maria_rilke,reserve_centrale,robert_sabatier,saint_eloi,saint_simon,sorbier,vaclav_havel,valeyre,vandamme,vaugirard,auteur,co_auteur,auteur_secondaire,collectivite_auteur,collectivite_auteur_secondaire_,collectivite_co_auteur_
1075957,,,0605633129922;605633129922,anglais,"The rough guide to blues legends | Blind Willie Johnson | reborn and remastered | Enregistrement sonore | The rough guide to gospel blues legends | Reverend Gary Davis, chant | Bukka White, guit... [et al.]",,"['World music network', '[distrib. Harmonia mundi distribution]']",P 2015,"2 disques compacts (1 h 13 min 46 s, 58 min 37 s)",Music rough guides,,,Johnson,Blind Willie,1897-1947,Disque compact,2,13.0,9,2,['M101 Blues'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Johnson, Blind Willie']",,"White;Davis, Bukka;Gary",,,
1076309,978-2-253-06800-6,,9782253068006,français,"Grey | Texte imprimé | roman | E. L. James | traduit de l'anglais par Denyse Beaulieu, Dominique Defert et Carole Delporte",,['Librairie générale française'],DL 2016,1 vol. (753 p.) | ill. | 23 cm,Le livre de poche | 34160,,,James,E. L.,1963-....,Livre pour adulte,2,8.0,5,2,['LBRI Litterature britannique'],['LROP Roman après 1945'],,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"['James, E. L.']",,"Beaulieu;Defert;Delporte, Denyse;Dominique;Carole",,,
1076409,,,,français,"Colore ma vie | Enregistrement sonore | Charles Aznavour, comp., chant",,['Barclay'],2014,1 disque compact,Aznavour anthologie,,,Aznavour,Charles,1924-....,Disque compact,1,1.0,1,1,['M801 Chanson a texte'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Aznavour, Charles']",,,,,
1076458,978-2-330-03926-4,,9782330039264,français,"Denis Diderot, non à l'ignorance | Texte imprimé | Raphaël Jérusalmy",,['Actes Sud junior'],DL 2015,1 vol. (81 p.) | 18 cm,Ceux qui ont dit non,,,Jérusalmy,Raphaël,1954-....,Livre jeunesse,2,4.0,1,2,['D003 Encyclopedies'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,"['Jérusalmy, Raphaël']",,,,,
1076667,,,3760014192661,français,"Noël baroque | Enregistrement sonore | Marc-Antoine Charpentier, Michel Corrette, Angelo Corelli...[et al.], comp. | François Lazarevitch, dir. | Sofi Jeannin, chef de choeur | Maîtrise de Radio France, ens. voc. | Les Musiciens de Saint-Julien, ens. instr.",,['Alpha Classics'],2015,1 disque compact | DDD | 1 brochure,,,,Lazarevitch,François,,Disque compact,11,122.0,60,11,['M301 Musique classique: anthologies thematiques'],['pas de code stat 2'],,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,"['Lazarevitch, François']","Jeannin, Sofi",,,"['Les Musiciens de Saint-Julien', 'Maîtrise de Radio France']",
1076776,,,3700246907466,hongrois,"Un film d'amour | Images animées | Szerelmes film | Istvan Szabo, réal. | Janos Gonda, comp. | Istvan Szabo, scénario | Judit Halasz, Andras Balint, Rita Bekes, Ivan Mandy, Edt Kelemen, ... [et al.] act.",,['Clavis Films  [éd.]'],2016,"1 DVD 2 couches sur une simple face (01 h 58 mn) | 16/9, coul., (PAL),",,,,,,,DVD-vidéo tous publics,5,72.0,30,5,"[""CECE Cinema d'Europe centrale""]",['pas de code stat 2'],,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Szabo;Gonda;Halasz;Balint;Bekes;Mandy;Kelemen, Istvan;Janos;Judit;Andras;Rita;Ivan;Edt",,,
1077360,979-10-324-0027-2,,9791032400272,français,"Kayane | Texte imprimé | parcours d'une e-combattante | Marie-Laure ""Kayane"" Norindr, Florent Chastel",,['404 éditions'],DL 2016,1 vol. (216 p.-[8] p. de pl.) | ill. en coul. | 19 cm,,,,Norindr,Marie-Laure,1991-....,Livre pour adulte,2,4.0,4,2,"['D712 Autres spectacles, radio, television, loisirs et jeux']","['DBIO Biographie, monographie sur auteur']",,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Norindr, Marie-Laure']","Chastel, Florent",,,,
1077623,978-2-09-255721-1,,9782092557211,français,Le passage d'or | Texte imprimé | S. E. Grove | traduit de l'américain par Sophie Dabat,,['Nathan'],DL 2016,1 vol. (571 p.) | ill. | 23 cm,Les cartographes | livre 2,Les cartographes,2,Grove,S. E.,,Livre jeunesse,22,96.0,41,22,['LNAM Litterature nord-americaine'],['LROP Roman après 1945'],,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,"['Grove, S. E.']",,"Dabat, Sophie",,,
10777,2-02-029678-0,,,français,La glace noire | Texte imprimé | roman | Michael Connelly | trad. de l'américain par Jean Esch,,['Éd. du Seuil'],1996,382 p. | couv. ill. en coul. | 18 cm,Points | 269,,,Connelly,Michael,1956-....,Livre pour adulte,4,355.0,48,6,['LNAM Litterature nord-americaine'],"[""LPOL Roman policier, roman d'espionnage""]",,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,"['Connelly, Michael']",,"Esch, Jean",,,
107876,,,,allemand,Die Vermessung der Welt | Enregistrement sonore | Daniel Kehlmann | (lu par) Ulrich Matthes,,['rowohlt'],2005,5 disques compacts | 1 livret,dg literatur,,,Kehlmann,Daniel,,Livre en langue étrangère,1,33.0,1,1,['LGER Litterature germanique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,"['Kehlmann, Daniel']",,"Matthes, Ulrich",,,
1079346,978-2-910686-71-0,,9782910686710,français,Le casse-pipe intérieur | Texte imprimé | Jean-Bernard Pouy,,['Joseph K'],2016,1 vol. (316 p.) | 24 x 17 cm,,,,Pouy,Jean-Bernard,1946-....,Livre pour adulte,5,40.0,24,5,['LFRA Litterature francaise'],['AUTP Auteurs a partir de 1945'],,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Pouy, Jean-Bernard']",,,,,
1079382,978-1-58046-523-6,,9781580465236,anglais,Javanese gamelan and the West | Texte imprimé | Sumarsam,,['University of Rochester press'],2013,1 vol. (xviii-202 p.) | ill. | 24 cm,Eastman/Rochester studies in ethnomusicology | 3,,,Sumarsam,,1944-....,Livre de Fonds spécialisés,1,4.0,1,1,['D707 Musique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,['Sumarsam'],,,,,
1079425,978-2-247-15224-7,,9782247152247,français,"Les personnes, la famille, les incapacités | Texte imprimé | droit civil | Patrick Courbe,... Fabienne Jault-Seseke,...",9e éd.,['Dalloz'],2015,1 vol. (XII-305 p.) | 24 cm,Les mémentos Dalloz | L | Série Droit privé,,,Courbe,Patrick,1949-2010,Livre pour adulte,1,5.0,1,1,"['D305 Droit, administration, questions sociales']",['pas de code stat 2'],,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Courbe, Patrick']","Jault-Seseke, Fabienne",,,,
1079635,978-2-87767-879-7,,9782877678797,français,Léontine | Texte imprimé | Christine Davenier,,['Kaléidoscope'],DL 2016,1 vol. (non paginé [32] p.) | ill. en coul. | 30 cm,,,,Davenier,Christine,1961-....,Livre jeunesse,1,1.0,0,1,['LALB Albums'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"['Davenier, Christine']",,,,,
1079652,,,0602547979629;602547979629,sans,"Rising grace | Enregistrement sonore | Wolfgang Muthspiel, guit. | Ambrose Akinmusire, trp | Brad Mehldau, p... [et al.]",,"['ECM records', '[distrib. Universal music France]']",P 2016,1 disque compact (1 h 08 min 39 s) | DDD | 1 brochure,,,,Muthspiel,Wolfgang,1965-....,Disque compact,4,58.0,35,4,"['M110 Jazz variete et jazz ""inclassable""']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,"['Muthspiel, Wolfgang']",,"Akinmusire;Mehldau, Ambrose;Brad",,,
1080512,978-2-86739-589-5,,9782867395895,français,"Anorexie mentale, boulimie, hyperphagie, comment y faire face ? | Texte imprimé | inclus, le récit d'une situation concrète à destination des adolescent(e)s, ""le contrat de soins de Léna"" | Christine Staquet",,['Éditions du Puits fleuri'],DL 2016,1 vol. (265 p.) | 21 cm,,,,Staquet,Christine,,Livre pour adulte,1,9.0,6,1,['D602 Medecine et sexualite'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Staquet, Christine']",,,,,
1038133,978-2-36914-203-4,,9782369142034,français,"Absurdités et paradoxes de Nasr Eddin Hodja | Texte imprimé | textes recueillis, traduits et présentés par Jean-Louis Maunoury",,['Libretto'],DL 2015,1 vol. (195 p.) | 19 cm,Libretto | 508,,,,,,Livre pour adulte,1,2.0,1,1,['LMMO Litterature du Maghreb et du Moyen-Orient'],['pas de code stat 2'],,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maunoury, Jean-Louis",,,
1038307,978-2-7002-4602-5,,9782700246025,français,"Emma ou Léa, qui est qui ? | Texte imprimé | Pakita | [illustrations de] J.-P. Chabot",,['Rageot'],impr. 2014,"1 vol. (26 p.) | ill. en coul., couv. ill. en coul. | 19 cm",L'école d'Agathe | 17,L'école d'Agathe,17,Pakita,,1959-....,Livre jeunesse,4,36.0,13,4,['LFRA Litterature francaise'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,['Pakita'],,"Chabot, Jean-Philippe",,,
1038579,978-2-08-134233-0,,9782081342330,français,"Au temps des Romains | Texte imprimé | Thierry Delahaye, Benjamin Bachelier",,['Père Castor-Flammarion'],DL 2015,1 vol. (61 p.) | ill. en coul. | 27 cm,Que se passe-t-il dans le monde ?,Que se passe-t-il dans le monde ?,,Delahaye,Thierry,1958-....,Livre jeunesse,1,7.0,2,1,['D902 Histoire ancienne'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"['Delahaye, Thierry']",,"Bachelier, Benjamin",,,
1038847,978-2-286-11904-1,,9782286119041,français,Transformer sa vie avec les thérapies comportementales et cognitives | Texte imprimé | [Boris Guimpel],,['le Grand livre du mois'],DL 2015,1 vol. (192 p.) | ill. | 21 cm,,,,Guimpel,Boris,,Livre pour adulte,1,23.0,4,1,['D103 Psychologie'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Guimpel, Boris']",,,,,
1039271,,,9782390080244,français,La station | Texte imprimé | William Henne,Nouvelle édition,['la Cinquième Couche'],2015,1 vol. (127 p.) | ill. | 24 x 17 cm,,,,Henne,William,1969-....,Bande dessinée pour adulte,3,39.0,9,3,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,"['Henne, William']",,,,,
1039367,978-2-09-163815-7,,9782091638157,français,"Processus 1 à 6, épreuve 4 | BTS CGO | gestion des obligations comptables, fiscales et sociales | Sylvie Chamillard, Antonio De Simone",Nouvelle édition,['Nathan'],2015,1 vol. (230 p.) | 21 x 15 cm,Réflexe | BTS | 69 | 1288-9202,,,Chamillard,Sylvie,,Livre de Fonds spécialisés,1,26.0,10,2,['D306 Pedagogie'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Chamillard, Sylvie']","De Simone, Antonio",,,,
1039471,978-6-14425-754-8,,9786144257548,arabe,"Hayy alamrikân | Texte imprimé | alDûwayhî, Jabbûr",,"['Dār al-Sāqī,']",2014,1 vol. (120 p.) | 21 cm,,,,Duwayhī,Ǧabbūr al-,1949-....,Livre en langue étrangère,1,4.0,1,1,['LMMO Litterature du Maghreb et du Moyen-Orient'],['LROP Roman après 1945'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Duwayhī, Ǧabbūr al-']",,,,,
1039517,978-2-36266-064-1,,9782362660641,français,La poupée d'Auguste | Texte imprimé | une histoire de Charlotte Zolotow | illustrée par Clothilde Delacroix,,['Talents hauts'],DL 2012,"1 vol. (17 p.) | ill. en coul., couv. ill. en coul. | 21 x 22 cm",Des livres pour les filles et pour les garçons,,,Zolotow,Charlotte,1915-2013,Livre jeunesse,2,15.0,8,2,['LALB Albums'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,"['Zolotow, Charlotte']",,"Delacroix, Clothilde",,,
1039748,,,8717418253356,,"Alice au pays des Merveilles | Images animées | Tim Burton, réal. | Lewis Carroll, aut. adapté | Linda Woolverton, scénario | Danny Elfman, comp. | Johnny Depp, Anne Hathaway, Helena Bonham... [et al.], act.",,"['Walt Disney studios home entertainment [éd., distrib.]']",cop. 2010,"1 DVD vidéo zone 2 (1 h 44 min), coul. | 1.78:1 ; 16/9, coul. (PAL), son.(Dolby Digital 5.1)",,,,,,,DVD jeunesse,17,383.0,159,18,['CNAM Cinema nord-americain'],"['CSFI Science-fiction, film fantastique']",,,,2.0,,1.0,,,,,,,,,1,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,"Burton;Carroll;Woolverton;Elfman;Depp;Hathaway;Bonham-Carter, Tim;Lewis;Linda;Danny;Johnny;Anne;Helena",,,
1039901,979-10-91747-13-4,,9791091747134,français,"Anaëlle la petite abeille | Multimédia multisupport | album tactile, braille, gros caractères, audio | bonus jeux | Céline Lamour-Crochet, Caroline Morin-Chabaud",,['Mes mains en or'],cop. 2014,"1 vol. (non paginé [36] p.) | ill. en coul., couv. ill. en coul. | 22 cm;\1 disque compact",,,,Lamour-Crochet,Céline,1976-....,Non empruntable,1,,0,1,['LALB Albums'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"['Lamour-Crochet, Céline']","Chabaud-Morin, Caroline",,,,
1040479,978-84-663-2844-9,,9788466328449,espagnol,El capitán Alatriste | Texte imprimé | Arturo y Carlota Pérez-Reverte,,['Punto De Lectura'],2015,1 vol. (217 p.) | couv. ill. en coul. | 19 cm,Las aventuras del capitán Alatriste | volumen 1,Las aventuras del capitán Alatriste,1,Pérez-Reverte,Arturo,1951-....,Livre en langue étrangère,1,5.0,2,1,['LESP Litterature espagnole'],['LHIS Roman historique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,"['Pérez-Reverte, Arturo']","Pérez-Reverte, Carlota",,,,
1040562,,,,arabe,*Indamâ raqasa al-'asad | texte imprimé | Ihab Chaker,,['Dar al-Shorouq'],2008,1 vol (28 p.) | ill. en coul. | 28 x 28 cm,,,,Chaker,Ihab,,Livre en langue étrangère,1,4.0,0,1,['LMMO Litterature du Maghreb et du Moyen-Orient'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Chaker, Ihab']",,,,,
1040884,,,,sans,"Django Reinhardt au Club Saint Germain (février 1951) | Enregistrement sonore | Django Reinhardt, guitare",,['Nec plus ultra'],[ca. 1985],1 disque | 33 t | 30 cm,,,,Reinhardt,Django,1910-1953,Vinyle,1,6.0,3,1,['M105 Be-bop'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Reinhardt, Django']",,"Hulin;Fol;Vander;Michelot;Fol;Lemarchand, Bernard;Hubert ;Maurice;Pierre;Raymond;Pierre",,,
1041797,,,9780593073889,anglais,Make Me | Texte imprimé | Lee Child,,['Bantam Press'],2015,,Jack Reacher Series | 20,Jack Reacher Series,20,Child,Lee,,Livre en langue étrangère,1,18.0,7,1,['LBRI Litterature britannique'],"[""LPOL Roman policier, roman d'espionnage""]",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Child, Lee']",,,,,
1042196,,,3540139869040,français,"Amour & poésies | Enregistrement sonore | Julos Beaucarne, Jean-Roger Caussimon, Bernard Dimey,...",,['Socadisc'],,1 disque compact | 1 livret,Poètes & chansons,,,,,,Disque compact,2,21.0,5,2,['M801 Chanson a texte'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
1042250,,,5414165015215,anglais,"50 Seriousbeats | 5 | Enregistrement sonore | Steve Pointdexer, Tyree, Ron Trent... [et al.]",,['N.E.W.S.'],2006,"1 disque | 33 t, stéréo | 30 cm",,,,,,,Vinyle,1,1.0,1,1,['M401 Musiques electroniques'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1042922,978-2-09-038156-6,,9782090381566,français,"Grammaire progressive du français, niveau débutant complet | avec 200 exercices | Maïa Grégoire, Alina Kostucki",,['CLE international'],2015,1 vol. (127 p.) | illustrations en noir et en couleur | 26 x 19 cm | 1 CD audio;\1 CD audio,Progressive du français | 1772-2357,,,Grégoire,Maïa,,Méthode de langue,7,81.0,23,8,"['D404 Langues: francais, FLE']",['pas de code stat 2'],,,,,,2.0,,1,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,"['Grégoire, Maïa']","Kostucki, Alina",,,,
1012572,978-2-7578-4225-6,,9782757842256,français,Dernières nouvelles du cosmos | Texte imprimé | Hubert Reeves,,['Éd. Points'],DL 2014,"1 vol. (332 p.) | ill., couv. ill. en coul. | 18 cm",Points | Sciences | S130,,,Reeves,Hubert,1932-....,Livre pour adulte,3,23.0,6,3,"['D502 Math., astronomie, physique, chimie']",['pas de code stat 2'],,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Reeves, Hubert']",,,,,
1016697,,,0744861106722;744861106722,français,Algiers | enregistrement sonore | Algiers,,['Matador'],2015,1 disque compact | DDD | 1 brochure,,,,,,,Disque compact,14,241.0,38,14,['M206 Punk'],['pas de code stat 2'],,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,['Algiers'],,
1017284,,,0809478010272;809478010272,italien,"La Bohème | Images animées | Robin Lough, réal. | Giacomo Puccini, comp. | John Copley, mise en scène | Teodor Ilincai, ténor | Hibla Gerzmava, soprano | Gabriele Viviani, baryton... [et al.] | The Royal Opera chorus | Renato Balsadonna, chef de chœur |  Orchestra of the Royal Opera House | Andris Nelsons, dir.",,['Opus Arte [éd.]'],2010,"1 DVD vidéo toutes zones (02 h 01 min) | 16/9, coul., (NTSC), son. (DTS ; LPCM stéréo) | 1 brochure",,,,,,,DVD-vidéo tous publics,1,20.0,6,1,"['M304 Musique classique: musique lyrique (opera, operettes)']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Lough;Puccini;Copley;Ilincai;Gerzmava;Viviani;Balsadonna;Nelsons, Robin;Giacomo;John;Teodor;Hibla;Gabriele;Renato;Andris",,"['Royal Opera House', 'Royal Opera House. Chorus', 'Orchestra']",
1017483,978-2-340-00397-2,,9782340003972,,Sink or swim | Texte imprimé | guide de survie aux épreuves orales d'admission aux concours des grandes écoles | [oral CPGE] | Saliha Azzouz,,['Ellipses'],DL 2015,1 vol. (283 p.) | 21 cm,,,,Azzouz,Saliha,,Méthode de langue,2,35.0,7,2,"['D402 Langues: anglais, americain']",['pas de code stat 2'],,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,"['Azzouz, Saliha']",,,,,
1017893,978-88-7096-787-6,,9788870967876,,"La vera storia ci narra | Texte imprimé | Verdi narrateur | actes du colloque international, Saint-Denis, Université Paris 8, Paris, Institut d'histoire de l'art, 23-26 octobre 2013 | [organisé par le Laboratoire d'études romanes de l'Université Paris 8] | sous la direction de Camillo Faverzani",,"['Libreria musicale italiana', '[Université Paris 8]']",cop. 2014,(XXI-583 p.) | couv. ill. en coul. | 24 cm,,,,,,,Livre de Fonds spécialisés,1,1.0,1,1,['D707 Musique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Faverzani, Camillo",,"[""Laboratoire d'études romanes""]",
101804,84-355-0634-7,,,espagnol,El Libro de las fabulas | Texte imprimé,,['Ed. Minon'],1985,,La Pompa de Jabon,,,,,,Livre en langue étrangère,1,29.0,1,1,['LESP Litterature espagnole'],['AUTM Auteurs avant 1945'],,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018115,9780099554431,,9780099554431,anglais,The cat's table | Texte imprimé | [a novel] | Michael Ondaatje,,['Vintage International'],2012,1 vol. (366 p.) | couv. ill. en coul. | 18 cm,,,,Ondaatje,Michael,1943-....,Livre en langue étrangère,1,5.0,0,1,['LNAM Litterature nord-americaine'],['LVOY Recits de voyage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,"['Ondaatje, Michael']",,,,,
1018434,978-2-8311-0048-7,,9782831100487,français,Le voyage de Plume | Texte imprimé | Hans de Beer | traduit de l'allemand par Anne-Marie Chapouton,,['NordSud'],DL 2011,"1 vol. (non paginé [24] p.) | ill. en coul., couv. ill. en coul. | 30 cm",Les aventures de Plume,Les aventures de Plume,,Beer,Hans de,1957-....,Livre jeunesse,1,57.0,17,2,['LALB Albums'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Beer, Hans de']",,"Chapouton, Anne-Marie",,,
1018491,,,3700139306178,anglais,"Take five | Enregistrement sonore | Happy Henrics polka | Galloping guitars... [etc.] | the Spotnicks, groupe voc. et instr.",,"['MAM productions', 'distrib. Arcadès']",[DL 2014],1 disque compact,,,,,,,Disque compact,1,17.0,1,1,"[""M201 Rock'n'roll, rockabilly""]",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,['The Spotnicks'],,
1018636,,,5414939792328,français,"Les gros mots  | Enregistrement sonore | Greg Frite, chant | Mister V, chant | Dabaaz, chant | Taïro, chant | Hollysiz, chant | Infinit, chant | Seth Gueko, chant... [et al.]",,['Quintessence Music'],2014,1 disque compact | 1 brochure,,,,Greg Frite,,,Disque compact,1,5.0,1,1,['M113 Rap francais'],['pas de code stat 2'],,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Greg Frite'],,"Mister V;Dabaaz;Taïro;Hollysiz;Infinit;Gueko;Nekfeu, Seth",,,
1018923,,,0727361323103;727361323103,français,Dawn of the nine | enregistrement sonore | Unleashed,,['Nuclear Blast'],2015,1 disque compact | DDD | 1 brochure,,,,,,,Disque compact,1,1.0,1,1,"['M205 Hard rock, metal']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,['Unleashed'],,
1019003,978-2-340-00371-2,,9782340003712,français,Dico maths 6e-3e | Texte imprimé | Christophe Poulain,2e éd.,['Ellipses'],DL 2015,1 vol. (320 p.) | ill. | 21 cm,,,,Poulain,Christophe,1974-....,Livre de Fonds spécialisés,3,71.0,19,4,"['D502 Math., astronomie, physique, chimie']",['pas de code stat 2'],,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Poulain, Christophe']",,,,,
1019270,,,0888750601490;888750601490,anglais,"Sonic highways | Images animées | Dave Grohl, réal. | Foo fighters, comp. | Dave Grohl, Taylor Hawkins, Nate Mendel... [et al.], participants",,"['Sony music entertainment France [éd., distrib.]']",2014,"4 DVD vidéo monofaces simple couche toutes zones (9 h) | 16/9, coul. (NTSC), son., surround (Dolby, PCM) | 1 f.",,,,,,,DVD-vidéo tous publics,3,43.0,7,3,['M206 Punk'],['pas de code stat 2'],,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"Grohl, David",,['Foo fighters'],
